Class-Section,"Professor, Name      ",Class Name,Location,Meeting Dates,Book Name,ISBN,CRN
HIST 380 -002,"Dent, Rosanna      ", THE HISTORY OF PUBLIC HEALTH,CKB 313,TR- 01:00 PM - 02:20 PM,,,12930
HIST 388 -102,"Kent, Scott      ", 20TH CENTURY BRITIAN,KUPF 107,T- 06:00 PM - 08:50 PM,,,12931
HIST 401 -025,"Riismandel, Kyle      ", INDEPENDENT STUDY,, -,,,12932
HIST 401 -033,"Kostopoulou, Ilektra      ", INDEPENDENT STUDY,, -,,,12933
HIST 401 -140,"Schweizer, Karl      ", INDEPENDENT STUDY,, -,,,12934
HIST 401 -372,"Petrick, Elizabeth      ", INDEPENDENT STUDY,, -,,,12935
HIST 401 -455,"Dent, Rosanna      ", INDEPENDENT STUDY,, -,,,12936
HIST 401 -533,"Hamilton, Louis      ", INDEPENDENT STUDY,, -,,,12937
HIST 401 -641,"Pemberton, Stephen      ", INDEPENDENT STUDY,, -,,,12938
HIST 401 -690,"Lefkovitz, Alison      ", INDEPENDENT STUDY,, -,,,12939
HIST 401 -841,"Maher, Neil      ", INDEPENDENT STUDY,, -,,,12940
HIST 401 -H02,, INDEPENDENT STUDY,, -,,,12941
HIST 402 -H02,, HONORS INDEPENDENT STUDY,, -,,,12949
HIST 402 -025,"Riismandel, Kyle      ", INDEPENDENT STUDY,, -,,,12942
HIST 402 -033,"Kostopoulou, Ilektra      ", INDEPENDENT STUDY,, -,,,12943
HIST 402 -372,"Petrick, Elizabeth      ", INDEPENDENT STUDY,, -,,,12944
HIST 402 -455,"Dent, Rosanna      ", INDEPENDENT STUDY,, -,,,12945
HIST 402 -641,"Pemberton, Stephen      ", INDEPENDENT STUDY,, -,,,12946
HIST 402 -690,"Lefkovitz, Alison      ", INDEPENDENT STUDY,, -,,,12947
HIST 402 -841,"Maher, Neil      ", INDEPENDENT STUDY,, -,,,12948
HIST 490 -002,"Maher, Neil      ", U. S. HISTORY SINCE 1945,CKB 316,MW- 10:00 AM - 11:20 AM,,,12950
HIST 640 -102,"Riismandel, Kyle      ", THE URBAN ENVIRONMENT,CKB 316,M- 06:00 PM - 08:50 PM,,,12951
HIST 701B -025,"Riismandel, Kyle      ", MASTER'S THESIS,, -,,,12952
HIST 701B -372,"Petrick, Elizabeth      ", MASTER'S THESIS,, -,,,12953
HIST 701B -455,"Dent, Rosanna      ", MASTER'S THESIS,, -,,,12954
HIST 701B -641,"Pemberton, Stephen      ", MASTER'S THESIS,, -,,,12955
HIST 701B -690,"Lefkovitz, Alison      ", MASTER'S THESIS,, -,,,12956
HIST 701B -841,"Maher, Neil      ", MASTER'S THESIS,, -,,,12957
HIST 701C -025,"Riismandel, Kyle      ", MASTER'S THESIS,, -,,,12958
HIST 701C -372,"Petrick, Elizabeth      ", MASTER'S THESIS,, -,,,12959
HIST 701C -455,"Dent, Rosanna      ", MASTER'S THESIS,, -,,,12960
HIST 701C -641,"Pemberton, Stephen      ", MASTER'S THESIS,, -,,,12961
HIST 701C -690,"Lefkovitz, Alison      ", MASTER'S THESIS,, -,,,12962
HIST 701C -841,"Maher, Neil      ", MASTER'S THESIS,, -,,,12963
HIST 702 -025,"Riismandel, Kyle      ", MASTER'S ESSAY,, -,,,12964
HIST 702 -372,"Petrick, Elizabeth      ", MASTER'S ESSAY,, -,,,12965
HIST 702 -455,"Dent, Rosanna      ", MASTER'S ESSAY,, -,,,12966
HIST 702 -641,"Pemberton, Stephen      ", MASTER'S ESSAY,, -,,,12967
HIST 702 -690,"Lefkovitz, Alison      ", MASTER'S ESSAY,, -,,,12968
HIST 702 -841,"Maher, Neil      ", MASTER'S ESSAY,, -,,,12969
HIST 725 -372,"Petrick, Elizabeth      ",IND STUDY-GRAD,, -,,,12970
HIST 725 -533,"Hamilton, Louis      ",IND STUDY-GRAD,, -,,,12972
HIST 725 -641,"Pemberton, Stephen      ",IND STUDY-GRAD,, -,,,12973
HIST 725 -690,"Lefkovitz, Alison      ",IND STUDY-GRAD,, -,,,12974
HIST 725 -455,"Dent, Rosanna      ",IND STUDY-GRADUATE LEVEL,, -,,,12971
HIST 725 -841,"Maher, Neil      ",IND STUDY-GRADUATE LEVEL,, -,,,12975
HIST 726 -372,"Petrick, Elizabeth      ", IND STUDY,, -,,,12976
HIST 726 -641,"Pemberton, Stephen      ", IND STUDY,, -,,,12977
HIST 726 -690,"Lefkovitz, Alison      ", IND STUDY,, -,,,12978
HIST 726 -841,"Maher, Neil      ", IND STUDY: GRADUATE LEVEL,, -,,,12979
HIST 727 -372,"Petrick, Elizabeth      ", INDEPENDENT STUDY,, -,,,12980
HIST 727 -641,"Pemberton, Stephen      ", INDEPENDENT STUDY,, -,,,12981
HIST 727 -690,"Lefkovitz, Alison      ", INDEPENDENT STUDY,, -,,,12982
HIST 727 -841,"Maher, Neil      ", INDEPENDENT STUDY,, -,,,12983
HRM 301 -002,"Schachter, Hindy      ", ORGANIZATION BEHAVIOR,KUPF 117,MR- 10:00 AM - 11:20 AM,,,12984
HRM 301 -004,"Schachter, Hindy      ", ORGANIZATION BEHAVIOR,KUPF 106,TR- 01:00 PM - 02:20 PM,,,12985
HRM 301 -452,"Somers, Mark      ", ORGANIZATION BEHAVIOR,, -,,,12986
HRM 301 -454,"Casal, Jose      ", ORGANIZATION BEHAVIOR,, -,,,12987
HRM 601 -102,"Schachter, Hindy      ", ORGANIZATIONAL BEHAVIOR,CULM LECT 1,M- 06:00 PM - 08:50 PM,,,12988
HRM 601 -104,"Somers, Mark      ", ORGANIZATIONAL BEHAVIOR,GITC 1100,W- 06:00 PM - 08:50 PM,,,12989
HRM 601 -852,"Casal, Jose      ", ORGANIZATIONAL BEHAVIOR,, -,,,12990
HRM 601 -854,"Somers, Mark      ", ORGANIZATIONAL BEHAVIOR,, -,,,12991
HRM 630 -102,"Casal, Jose      ", MANAGING TECH & ORG CHNG,FMH 213,M- 06:00 PM - 08:50 PM,,,12992
HSC 109 -001,, MEDICAL TERMINOLOGY,,MW- 08:30 AM - 09:50 AM,,,15746
HSC 109 -0AC,, MEDICAL TERMINOLOGY,,TR- 05:15 PM - 06:35 PM,,,15759
HSC 109 -OAC,, MEDICAL TERMINOLOGY,,TR- 05:15 PM - 06:35 PM,,,15911
HSS 403 -482,"Siemann, Catherine      "," LIT SEM: AI, GENETIC ENGINEERING, AND FRANKENSTEIN",, -,,,13014
HSS 403 -474,, LIT SEM: ELECTRONIC LITERATURE,, -,,,13010
HSS 403 -018,"McRae, Calista      ", LIT SEM: ELEMENTS OF COMEDY,FMH 305,MR- 11:30 AM - 12:50 PM,,,12997
HSS 403 -108,"Reyes, Rodney      ", LIT SEM: INTRODUCTION TO FILM,KUPF 202,T- 06:00 PM - 08:50 PM,,,13003
HSS 403 -014,"Kimmelman, Burt", LIT SEM: LITERARY JOURNALISM: FACT AND TRUTH,CULM 111,R- 01:00 PM - 02:20 PM,,,12996
HSS 403 -022,"Rutkoff,       "," LIT SEM: MEDIA, TRAUMA, CURE",CKB 226,W- 01:00 PM - 02:20 PM,,,12999
HSS 403 -006,"Castronova, Louise      ", LIT SEM: MULTICULTURALISM IN CINEMA,KUPF 208,M- 11:30 AM - 02:20 PM,,,12994
HSS 403 -010,"Rothenberg, David      "," LIT SEM: MUSIC,PERCEPTION AND EXPERIENCE",FMH 305,MW- 01:00 PM - 02:20 PM,,,12995
HSS 403 -102,"Esche, John      ", LIT SEM: MYSTERY WRITERS ON SCREEN,CKB 214,R- 06:00 PM - 08:50 PM,,,13000
HSS 403 -004,"Curley, Jonathan      ", LIT SEM: NEWARK NARRATIVES,CKB 310,TF- 04:00 PM - 05:20 PM,,,12993
HSS 403 -106,"Curley, Jonathan      ", LIT SEM: NEWARK NARRATIVES,KUPF 106,W- 06:00 PM - 08:50 PM,,,13002
HSS 403 -104,"Steffen, Nancy      ", LIT SEM: SCIENCE FICTION,KUPF 104,T- 06:00 PM - 08:50 PM,,,13001
HSS 403 -476,"Henry, Rolanne      ", LIT SEM:ARTISTIC & LITERARY CONNECTIONS TO SCIENCE & TECHNOLOGY,, -,,,13011
HSS 403 -462,"Fleischer, Doris      ", LIT SEM:FILM AND MEDICINE,, -,,,13008
HSS 403 -452,"Fleischer, Doris      ", LIT SEM:LITERATURE AND MEDICINE,, -,,,13004
HSS 403 -470,"Fleischer, Doris      ", LIT SEM:LITERATURE AND MEDICINE,, -,,,13009
HSS 403 -454,"Hunt, Theresa      ", LIT SEM:MULTICULTURALISM AND LITERATURE,, -,,,13005
HSS 403 -458,"Hunt, Theresa      ", LIT SEM:MULTICULTURALISM AND LITERATURE,, -,,,13006
HSS 403 -460,"Hunt, Theresa      ", LIT SEM:MULTICULTURALISM AND LITERATURE,, -,,,13007
HSS 403 -478,, LIT SEMINAR,, -,,,13012
HSS 403 -480,, LIT SEMINAR,, -,,,13013
HSS 403 -020,"McRae, Calista      ", LIT SEMINAR: ELEMENTS OF COMEDY,KUPF 103,MR- 02:30 PM - 03:50 PM,,,12998
HSS 404 -008,"Dent, Rosanna      ", BIOTECHNOLOGY AND THE LAW,CKB 207,TR- 04:00 PM - 05:20 PM,,,13017
HSS 404 -006,"Pemberton, Stephen      "," GENETICS, MEDICINE AND SOCIETY",CKB 214,MR- 02:30 PM - 03:50 PM,,,13016
HSS 404 -002,"Lefkovitz, Alison      ", MURDER IN U. S. HISTORY,CKB 341,MW- 01:00 PM - 02:20 PM,,,13015
HSS 404 -H04,"Petrick, Elizabeth      ", THE HISTORY OF AI,CKB 315,TR- 10:00 AM - 11:20 AM,,,13019
HSS 404 -102,"Schweizer, Karl      ", WAR AND MISPERCEPTION,FMH 306,T- 06:00 PM - 08:50 PM,,,13018
HSS 405 -002,"Estrada, Daniel      ", PHIL SEM: ARTIFICIAL INTELLEGENCE AND AUTONOMY,FMH 310,TR- 10:00 AM - 11:20 AM,,,13020
HSS 407 -004,"Ishee, Suzanne", THEA SEM:,CKB 310,T- 01:00 PM - 02:20 PM,,,15731
HSS 407 -HM4,"Ishee, Suzanne", THEA SEM:,CKB 310,T- 01:00 PM - 02:20 PM,,,15732
HSS 407 -002,"Kerley, Michael      ", THEA SEM: THEATRE AND TECHNOLOGY,KUPF 105,T- 01:00 PM - 02:20 PM,,,13021
HSS 407 -HM2,"Kerley, Michael      ",THEA SEM:THEATRE AND TECHNOLOGY - HONORS,KUPF 105,T- 01:00 PM - 02:20 PM,,,13022
HSS 408 -474,"Hunt, Theresa      ", STS SEM: DIGITAL SOCIOLOGY,, -,,,13030
HSS 408 -470,"Longo, Bernadette      ", STS SEM: ROBOTS AND WORK,, -,,,13028
HSS 408 -464,"Lipuma, James      ", STS SEM:DESIGNING EFFECTIVE ONLINE COMMUNICATION,, -,,,13025
HSS 408 -466,, STS SEM:DESIGNING EFFECTIVE ONLINE COMMUNICATION,, -,,,13026
HSS 408 -468,"Lipuma, James      ", STS SEM:DESIGNING EFFECTIVE ONLINE COMMUNICATION,, -,,,13027
HSS 408 -004,"Katz, Eric      ", STS SEM:NAZI SCIENCE AND TECHNOLOGY,CKB 126,TR- 11:30 AM - 12:50 PM,,,13024
HSS 408 -HM4,"Katz, Eric      ",STS SEM:NAZI SCIENCE AND TECHNOLOGY - HONORS,CKB 126,TR- 11:30 AM - 12:50 PM,,,13032
HSS 408 -472,"Longo, Bernadette      ", STS SEM:ROBOTS AND WORK,, -,,,13029
HSS 408 -476,"Longo, Bernadette      ", STS SEM:ROBOTS AND WORK,, -,,,13031
HSS 408 -002,"Cohen, Maurie      ", STS SEM:SOCIAL DIMENSIONS OF DIGITAL AUTOMATION,FMH 106,TR- 10:00 AM - 11:20 AM,,,13023
HST 101 -0M1,, WORLD CIVILIZATION I,, -,,,16012
HUM 099 -002,"Brown, Eleanor      "," ENGLISH COMP:RDNG, WRIT",CKB 316,TR- 08:30 AM - 09:50 AM,,,13033
HUM 100 -SL2,"Paris, Jerome      "," ENGLISH COMP: RDNG, WRIT",CULM 411,MW- 01:00 PM - 02:20 PM,,,13034
HUM 100 -SL4,," ENGLISH COMP: RDNG, WRIT",,MW- 01:00 PM - 02:20 PM,,,13035
HUM 100 -SL6,"Egan, John      "," ENGLISH COMP: RDNG, WRIT",CULM 111,MW- 11:30 AM - 12:50 PM,,,15851
HUM 101 -002,"Brown, Eleanor      "," WRITING,SPEAKING, THINKING I",FMH 209,TF- 01:00 PM - 02:20 PM,,,13036
HUM 101 -004,," WRITING,SPEAKING, THINKING I",,TR- 04:00 PM - 05:20 PM,,,13037
HUM 101 -006,"Ascarelli, Miriam      "," WRITING,SPEAKING, THINKING I",CKB 220,TR- 02:30 PM - 03:50 PM,,,13038
HUM 101 -008,," WRITING,SPEAKING, THINKING I",,TR- 02:30 PM - 03:50 PM,,,13039
HUM 101 -010,"Fischl-Kruger, Jennifer      "," WRITING,SPEAKING, THINKING I",KUPF 202,MW- 11:30 AM - 12:50 PM,,,13040
HUM 101 -012,"Ascarelli, Miriam      "," WRITING,SPEAKING, THINKING I",CKB 214,TR- 11:30 AM - 12:50 PM,,,13041
HUM 101 -102,," WRITING,SPEAKING, THINKING I",,R- 06:00 PM - 08:50 PM,,,15691
HUM 102 -H08,"Esche, John      ","WRIT, SPEAK, THINKING II - HONORS",FMH 106,TR- 11:30 AM - 12:50 PM,,,15763
HUM 102 -H02,"Hunt, Theresa      ","WRIT, SPEAK, THINKING II - HONORS",KUPF 108,MR- 01:00 PM - 02:20 PM,,,13060
HUM 102 -H04,"Siemann, Catherine      ","WRIT, SPEAK, THINKING II - HONORS",KUPF 207,TR- 04:00 PM - 05:20 PM,,,13061
HUM 102 -H06,"Slovis, Jake      ","WRIT, SPEAK, THINKING II - HONORS",KUPF 105,MR- 11:30 AM - 12:50 PM,,,13062
HUM 102 -002,"Gorelick, Risa      "," WRITING, SPEAKING, THINKING II",KUPF 108,MW- 11:30 AM - 12:50 PM,,,13042
HUM 102 -004,"Delloiacono, Benjamin      "," WRITING, SPEAKING, THINKING II",CKB 220,TF- 04:00 PM - 05:20 PM,,,13043
HUM 102 -006,"Esche, John      "," WRITING, SPEAKING, THINKING II",CKB 214,TR- 04:00 PM - 05:20 PM,,,13044
HUM 102 -010,"Lakoff, Jeremy      "," WRITING, SPEAKING, THINKING II",KUPF 108,TF- 04:00 PM - 05:20 PM,,,13045
HUM 102 -012,"Slovis, Jake      "," WRITING, SPEAKING, THINKING II",KUPF 104,TR- 04:00 PM - 05:20 PM,,,13046
HUM 102 -014,"Hunt, Theresa      "," WRITING, SPEAKING, THINKING II",KUPF 108,MR- 01:00 PM - 02:20 PM,,,16058
HUM 102 -016,"Bruzzano, Carol      "," WRITING, SPEAKING, THINKING II",CKB 220,TR- 11:30 AM - 12:50 PM,,,13047
HUM 102 -018,"Deane, Johanna      "," WRITING, SPEAKING, THINKING II",KUPF 104,MW- 11:30 AM - 12:50 PM,,,13048
HUM 102 -020,"Siemann, Catherine      "," WRITING, SPEAKING, THINKING II",KUPF 207,TR- 04:00 PM - 05:20 PM,,,16059
HUM 102 -022,"Esche, John      "," WRITING, SPEAKING, THINKING II",FMH 106,TR- 11:30 AM - 12:50 PM,,,16060
HUM 102 -026,"Lakoff, Jeremy      "," WRITING, SPEAKING, THINKING II",KUPF 104,TF- 01:00 PM - 02:20 PM,,,13049
HUM 102 -030,"Deane, Johanna      "," WRITING, SPEAKING, THINKING II",CKB 214,MW- 01:00 PM - 02:20 PM,,,13050
HUM 102 -032,"Owens, Meghan      "," WRITING, SPEAKING, THINKING II",CKB 214,WF- 10:00 AM - 11:20 AM,,,13051
HUM 102 -034,"Cirilo, Anthony      "," WRITING, SPEAKING, THINKING II",MALL PC37,TR- 08:30 AM - 09:50 AM,,,13052
HUM 102 -036,"Owens, Meghan      "," WRITING, SPEAKING, THINKING II",KUPF 202,WF- 08:30 AM - 09:50 AM,,,13053
HUM 102 -038,"Apatoff, Benjamin      "," WRITING, SPEAKING, THINKING II",CKB 214,WF- 08:30 AM - 09:50 AM,,,13054
HUM 102 -040,"Curley, Jonathan      "," WRITING, SPEAKING, THINKING II",CULM 111,TF- 01:00 PM - 02:20 PM,,,13055
HUM 102 -042,"Bruzzano, Carol      "," WRITING, SPEAKING, THINKING II",CKB 214,TR- 08:30 AM - 09:50 AM,,,13056
HUM 102 -044,"Gorelick, Risa      "," WRITING, SPEAKING, THINKING II",KUPF 105,MW- 10:00 AM - 11:20 AM,,,15102
HUM 102 -046,"Hawkins, Randilynn      "," WRITING, SPEAKING, THINKING II",FMH 207,MR- 02:30 PM - 03:50 PM,,,15103
HUM 102 -048,"Hall, Judith      "," WRITING, SPEAKING, THINKING II",KUPF 107,MW- 10:00 AM - 11:20 AM,,,15583
HUM 102 -050,"Hawkins, Randilynn      "," WRITING, SPEAKING, THINKING II",FMH 306,MR- 11:30 AM - 12:50 PM,,,15584
HUM 102 -052,"Phillips, Vanessa      "," WRITING, SPEAKING, THINKING II",FMH 306,WF- 01:00 PM - 02:20 PM,,,15586
HUM 102 -054,"Esche, John      "," WRITING, SPEAKING, THINKING II",FMH 207,WF- 01:00 PM - 02:20 PM,,,15585
HUM 102 -056,"Livingstone, Victoria      "," WRITING, SPEAKING, THINKING II",FMH 314,MW- 01:00 PM - 02:20 PM,,,15760
HUM 102 -058,"Banerjee, Debjani      "," WRITING, SPEAKING, THINKING II",CKB 215,MW- 11:30 AM - 12:50 PM,,,15761
HUM 102 -102,"Tress, David      "," WRITING, SPEAKING, THINKING II",FMH 306,R- 06:00 PM - 08:50 PM,,,13057
HUM 102 -104,"Sandve, Eric      "," WRITING, SPEAKING, THINKING II",CKB 220,F- 06:00 PM - 08:50 PM,,,13058
HUM 102 -106,"Morgan, Brian      "," WRITING, SPEAKING, THINKING II",CKB 220,W- 06:00 PM - 08:50 PM,,,13059
HUM 102 -L21,"Fleischer, Doris      "," WRITING, SPEAKING, THINKING II",CKB 214,TF- 02:30 PM - 03:50 PM,,,15104
HUM 102 -L22,"Walling, Christina      "," WRITING, SPEAKING, THINKING II",CKB 207,TF- 01:00 PM - 02:20 PM,,,15105
HUM 102 -L23,"Guarino, Christopher      "," WRITING, SPEAKING, THINKING II",CKB 220,TR- 08:30 AM - 09:50 AM,,,15106
HUM 102 -L50,"O'Sullivan, William      "," WRITING, SPEAKING, THINKING II",CKB 341,MW- 11:30 AM - 12:50 PM,,,15107
HUM 102 -L51,"Wynter, Lionel      "," WRITING, SPEAKING, THINKING II",CKB 212,TR- 11:30 AM - 12:50 PM,,,15108
HUM 102 -L53,"Guarino, Christopher      "," WRITING, SPEAKING, THINKING II",KUPF 208,TR- 10:00 AM - 11:20 AM,,,15109
HUM 102 -L54,"Hall, Judith      "," WRITING, SPEAKING, THINKING II",KUPF 107,MW- 08:30 AM - 09:50 AM,,,15110
HUM 102 -L55,"Walling, Christina      "," WRITING, SPEAKING, THINKING II",KUPF 211,TF- 02:30 PM - 03:50 PM,,,15111
HUM 102 -L56,"Bruzzano, Carol      "," WRITING, SPEAKING, THINKING II",CKB 207,WF- 10:00 AM - 11:20 AM,,,15112
HUM 102 -L57,"Bernstein, Larry      "," WRITING, SPEAKING, THINKING II",CKB 126,WF- 08:30 AM - 09:50 AM,,,15113
HUM 102 -L58,"Fischl-Kruger, Jennifer      "," WRITING, SPEAKING, THINKING II",CKB 315,MW- 08:30 AM - 09:50 AM,,,15114
HUM 102 -L59,"Bruzzano, Carol      "," WRITING, SPEAKING, THINKING II",KUPF 208,WF- 08:30 AM - 09:50 AM,,,15589
HUM 102 -L60,"Banerjee, Debjani      "," WRITING, SPEAKING, THINKING II",CKB 310,MW- 08:30 AM - 09:50 AM,,,15115
HUM 102 -L61,"Walling, Christina      "," WRITING, SPEAKING, THINKING II",KUPF 205,TF- 04:00 PM - 05:20 PM,,,15116
HUM 102 -L62,"Shahabudeen, Rafeeza      "," WRITING, SPEAKING, THINKING II",KUPF 211,TF- 04:00 PM - 05:20 PM,,,15117
HUM 102 -L63,"Curley, Jonathan      "," WRITING, SPEAKING, THINKING II",KUPF 207,TF- 02:30 PM - 03:50 PM,,,15118
HUM 102 -L64,"O'Sullivan, William      "," WRITING, SPEAKING, THINKING II",CKB 207,MW- 08:30 AM - 09:50 AM,,,15119
HUM 102 -L65,"Phillips, Vanessa      "," WRITING, SPEAKING, THINKING II",CKB 223,WF- 10:00 AM - 11:20 AM,,,15580
HUM 102 -L66,"Deane, Johanna      "," WRITING, SPEAKING, THINKING II",CKB 114,WF- 08:30 AM - 09:50 AM,,,15581
HUM 102 -L67,"Wynter, Lionel      "," WRITING, SPEAKING, THINKING II",CKB 341,TR- 08:30 AM - 09:50 AM,,,15582
HUM 102 -L80,," WRITING, SPEAKING, THINKING II",,TF- 02:30 PM - 03:50 PM,,,15120
HUM 102 -L81,"Henry, Rolanne      "," WRITING, SPEAKING, THINKING II",KUPF 206,MR- 11:30 AM - 12:50 PM,,,15121
HUM 211 -002,"Garcia, Andrew      ",THE PRE-MODERN WORLD,KUPF 206,MR- 10:00 AM - 11:20 AM,,,13063
HUM 211 -452,"Garcia, Andrew      ",THE PRE-MODERN WORLD,, -,,,13064
HUM 211 -SL2,"Egan, John      ",THE PRE-MODERN WORLD,CKB 316,TR- 10:00 AM - 11:20 AM,,,15566
HUM 211 -HM2,"Garcia, Andrew      ",THE PRE-MODERN WORLD - HONORS,KUPF 206,MR- 10:00 AM - 11:20 AM,,,13065
HUM 212 -002,"O'Sullivan, William      ", THE MAKING OF THE MODERN WORLD,CKB 214,MR- 10:00 AM - 11:20 AM,,,13066
HUM 212 -452,"Henry, Rolanne      ", THE MAKING OF THE MODERN WORLD,, -,,,13067
HUM 212 -SL2,, THE MAKING OF THE MODERN WORLD,,TR- 10:00 AM - 11:20 AM,,,13068
HUM 401 -675,"Curley, Jonathan      ", INDEPENDENT STUDY,, -,,,15874
ID 216 -101,, MODELING & PROTOTYPING,,T- 06:00 PM - 08:50 PM,,,13069
ID 217 -102,"Sosa, Daniel      ", MODELING & MANUFACTURING,WEST 249,T- 06:00 PM - 08:50 PM,,,13070
ID 264 -002,"Schwartz, Mathew      ", INDUSTRAIL DESIGN STUDIO II,,MR- 01:00 PM - 05:35 PM,,,13071
ID 301 -102,, INDUSTRIAL DSGN SPECIALIZATION,,R- 06:00 PM - 08:50 PM,,,13072
ID 312 -002,, MECHANICS & ELECTRONICS,,T- 01:00 PM - 03:50 PM,,,13073
ID 312 -004,, MECHANICS & ELECTRONICS,,T- 01:00 PM - 03:50 PM,,,13074
ID 341 -002,"Persaud, Krystal      ", SUSTAINABLE MATERIAL & PROCESS,FMH 313,T- 08:30 AM - 11:20 AM,,,13075
ID 364 -002,"Decker, Martina      ", INDUSTRIAL DESIGN STUDIO IV,,MR- 12:00 PM - 05:40 PM,,,13076
ID 464 -002,"Alcala, Jose      ", COMPREHENSIVE/THESIS STUDIO,,MR- 12:00 PM - 05:40 PM,,,13077
IE 224 -002,"Das, Sanchoy      ", PRODUCTION PROCESS DESGN,GITC 2305,TF- 04:00 PM - 05:20 PM,,,13078
IE 310 -400,"Abdou, George      ", WORK EXPERIENCE I,, -,,,13079
IE 331 -002,"Bengu, Golgen      ", APPLIED STATICAL METHODS,GITC 2305,MR- 04:00 PM - 05:20 PM,,,13080
IE 334 -002,"Bladikas, Athanassios      ", ENGR ECO & CPTL INV ANAL,GITC 2305,TF- 10:00 AM - 11:20 AM,,,13081
IE 335 -102,"Dumay, Dielanda", ENGR COST ANAL & CONTROL,FMH 307,W- 06:00 PM - 08:50 PM,,,13082
IE 339 -002,"Abdou, George      ", WORK MEASURMNT & STNDRDS,GITC 2400,MR- 10:00 AM - 12:05 PM,,,13083
IE 355 -102,"Kothari, Prakash      ", HUMAN FACTORS IN IE,CKB 313,R- 06:00 PM - 08:50 PM,,,13084
IE 411 -400,"Abdou, George      ", WORK EXPERIENCE II,, -,,,13085
IE 440 -002,"Abdel-Malek, Layek      ",PROBABLISTIC MODELS-IE,CKB 124,T- 11:30 AM - 02:20 PM,,,13086
IE 440 -HM2,"Abdel-Malek, Layek      ", PROBABLISTIC MODELS-IE HONORS,CKB 124,T- 11:30 AM - 02:20 PM,,,13087
IE 441 -002,"Buyuktahtakin-Toy, Ismet      ", INFO & KNOW ENGR SYSTEMS,GITC 2305,TR- 08:30 AM - 09:50 AM,,,13088
IE 444 -002,"Abdel-Malek, Layek      ", SENIOR PROJECT II,CKB 341,R- 11:30 AM - 03:05 PM,,,13089
IE 444 -102,"Abdel-Malek, Layek      ", SENIOR PROJECT II,CKB 310,T- 05:45 PM - 09:35 PM,,,13090
IE 444 -HM2,"Abdel-Malek, Layek      ",SENIOR PROJECT II - HONORS,CKB 341,R- 11:30 AM - 03:05 PM,,,13091
IE 445 -102,"Bengu, Golgen      ", SIM MODEL INDUST SYSTEMS,GITC 2305,M- 05:45 PM - 09:35 PM,,,13092
IE 447 -452,"Avoryie, Abigail      ", LEGAL ASPECTS OF ENGR,, -,,,13093
IE 447 -454,"Avoryie, Abigail      ", LEGAL ASPECTS OF ENGR,, -,,,13094
IE 449 -104,"Onal, Sevilay      ", INDUSTRIAL ROBOTICS,GITC 2310,M- 05:45 PM - 09:35 PM,,,13095
IE 459 -002,"Cai, Wenbo      ", PRODUCTION PLAN & CONTL,GITC 2305,MW- 01:00 PM - 02:20 PM,,,13096
IE 459 -HM2,"Cai, Wenbo      ",PRODUCTION PLAN & CONTL - HONORS,GITC 2305,MW- 01:00 PM - 02:20 PM,,,13097
IE 463 -002,"Lutz, William      ", INVENTION & ENTREPRENEURSHIP,ME 221,M- 10:00 AM - 12:50 PM,,,13098
IE 463 -004,"Lutz, William      ", INVENTION & ENTREPRENEURSHIP,ME 221,W- 08:30 AM - 11:20 AM,,,13099
IE 466 -002,"Abdou, George      ", MATRLS MGT & DIST LGSTCS,CKB 124,T- 02:30 PM - 05:20 PM,,,13100
IE 481 -390,"Abdel-Malek, Layek      ", INVSTGTNS IN INDS ENGR I,, -,,,15998
IE 481 -400,"Abdou, George      ", INVSTGTNS IN INDS ENGR I,, -,,,13101
IE 492 -102,"Desai, Amit      ", ENGINEERING MANAGEMENT,CULM 110,F- 06:00 PM - 08:50 PM,,,13102
IE 492 -104,"Jaramillo, Cueva Cesar     ", ENGINEERING MANAGEMENT,CKB 222,M- 06:00 PM - 08:50 PM,,,13103
IE 492 -452,"Karnik, Ankush      ", ENGINEERING MANAGEMENT,, -,,,13104
IE 492 -454,"Tchouassi, Lucie      ", ENGINEERING MANAGEMENT,, -,,,13105
IE 492 -HM2,"Karnik, Ankush      ", ENGINEERING MANAGEMENT - HONORS,, -,,,13106
IE 590 -400,"Abdou, George      ", INTERNSHIP I,, -,,,13107
IE 591 -400,"Abdou, George      ", INTERNSHIP II,, -,,,13108
IE 592 -400,"Abdou, George      ",GRADUATE CO-OP WORK EXPER II,, -,,,13109
IE 593 -400,"Abdou, George      ",GRADUATE CO-OP WORK EXP IV,, -,,,13110
IE 604 -102,"Bengu, Golgen      ", ADVANCED ENGINEERNG STAT,GITC 2305,R- 06:00 PM - 08:50 PM,,,13111
IE 614 -102,, SAFETY ENGR METHODS,,T- 06:00 PM - 08:50 PM,,,13112
IE 615 -102,"Kothari, Prakash      ", IND HYGIENE & OCCUP HLTH,CKB 314,M- 06:00 PM - 08:50 PM,,,13113
IE 618 -852,"Onal, Sevilay      ", ENGR COST & PRODUC ECONO,, -,,,13114
IE 655 -852,"Ranky, Paul      ", CONCURRENT ENGINEERING,, -,,,13115
IE 672 -852,"Bernier, Craig      ", INDUSTRIAL QUALITY CONTL,, -,,,13116
IE 673 -102,"Ranky, Paul      ", TOTAL QUALITY MANAGEMENT,GITC 2305,T- 06:00 PM - 08:50 PM,,,13117
IE 673 -852,"Ranky, Paul      ", TOTAL QUALITY MANAGEMENT,, -,,,13118
